fir_id,crime_type,location_type,state,time_of_day,weapon_used,entry_method,target_type,suspect_age_group,prior_record,accomplice_count,evidence_recovered,digital_evidence,mo_tags,mo_text,severity_score,recidivism
FIR-00345,drug_offense,bank_premises,KA,midnight,knife,none,individual,18-25,1,0,1,0,local_knowledge|evidence_concealment|night_operation|physical_restraint,Suspect demonstrated knowledge of the local area. suspect attempted to conceal evidence. crime was executed during nighttime hours. victim was physically restrained.,4,1
FIR-00346,cybercrime,bank_premises,RJ,evening,none,cyber_access,financial_institution,26-35,0,0,0,1,planned_operation|evidence_concealment|lone_wolf|repeat_target,Evidence of pre-planned operation. suspect attempted to conceal evidence. single offender acted alone. location or victim was targeted previously.,5,0
FIR-00347,drug_offense,bank_premises,GJ,night,knife,none,individual,18-25,0,1,1,0,repeat_target|escape_vehicle_used|psychological_manipulation,Location or victim was targeted previously. suspect escaped using a vehicle. victim was manipulated psychologically.,5,0
FIR-00348,robbery,highway,DL,midnight,firearm,social_engineering,individual,18-25,1,1,1,0,insider_help|local_knowledge,Insider assistance may have been involved. suspect demonstrated knowledge of the local area.,8,0
FIR-00349,kidnapping,bank_premises,TS,morning,knife,social_engineering,government_property,18-25,0,3,1,0,prior_surveillance|evidence_concealment|multiple_offenders|accomplice_involved|opportunistic,Suspect conducted prior surveillance of the target. suspect attempted to conceal evidence. multiple offenders participated. at least one accomplice was involved in the act. crime appears to be opportunistic in nature.,8,0
FIR-00350,robbery,bank_premises,PB,evening,blunt_object,none,individual,60+,0,1,1,0,evidence_concealment|lone_wolf|accomplice_involved|night_operation,Suspect attempted to conceal evidence. single offender acted alone. at least one accomplice was involved in the act. crime was executed during nighttime hours.,8,0
FIR-00351,vehicle_theft,parking_lot,WB,morning,improvised_tool,lock_picking,vehicle,juvenile,0,0,1,0,psychological_manipulation|use_of_technology,Victim was manipulated psychologically. digital tools or devices were used.,5,1
FIR-00352,assault,public_transport,MP,afternoon,none,none,individual,26-35,1,0,1,0,night_operation|use_of_technology|multiple_offenders|evidence_concealment,Crime was executed during nighttime hours. digital tools or devices were used. multiple offenders participated. suspect attempted to conceal evidence.,6,0
FIR-00353,cybercrime,residential_area,PB,morning,vehicle,cyber_access,digital_asset,26-35,1,0,1,1,evidence_concealment|escape_vehicle_used|planned_operation|opportunistic|lone_wolf,Suspect attempted to conceal evidence. suspect escaped using a vehicle. evidence of pre-planned operation. crime appears to be opportunistic in nature. single offender acted alone.,4,1
FIR-00354,drug_offense,marketplace,UP,midnight,none,none,commercial_establishment,60+,1,0,0,0,physical_restraint|opportunistic|evidence_concealment,Victim was physically restrained. crime appears to be opportunistic in nature. suspect attempted to conceal evidence.,4,1
FIR-00355,vandalism,educational_institution,DL,midnight,chemical,none,public_space,18-25,1,0,0,0,local_knowledge|lone_wolf|planned_operation,Suspect demonstrated knowledge of the local area. single offender acted alone. evidence of pre-planned operation.,4,0
FIR-00356,burglary,residential_area,AP,midnight,improvised_tool,forced_entry,household,36-45,1,0,1,0,repeat_target|accomplice_involved|opportunistic|use_of_disguise,Location or victim was targeted previously. at least one accomplice was involved in the act. crime appears to be opportunistic in nature. suspect used a disguise to conceal identity.,5,0
FIR-00357,murder,highway,RJ,evening,firearm,none,individual,18-25,0,1,0,0,physical_restraint|escape_vehicle_used|psychological_manipulation,Victim was physically restrained. suspect escaped using a vehicle. victim was manipulated psychologically.,9,0
FIR-00358,burglary,commercial_zone,WB,midnight,vehicle,lock_picking,commercial_establishment,juvenile,1,1,0,0,local_knowledge|psychological_manipulation|night_operation|escape_vehicle_used,Suspect demonstrated knowledge of the local area. victim was manipulated psychologically. crime was executed during nighttime hours. suspect escaped using a vehicle.,6,1
FIR-00359,robbery,residential_area,KA,night,firearm,none,multiple,juvenile,0,0,0,0,physical_restraint|planned_operation|psychological_manipulation|opportunistic|use_of_disguise,Victim was physically restrained. evidence of pre-planned operation. victim was manipulated psychologically. crime appears to be opportunistic in nature. suspect used a disguise to conceal identity.,9,0
FIR-00360,cybercrime,industrial_area,DL,afternoon,none,cyber_access,digital_asset,26-35,1,3,1,1,evidence_concealment|multiple_offenders|lone_wolf,Suspect attempted to conceal evidence. multiple offenders participated. single offender acted alone.,5,1
FIR-00361,cybercrime,industrial_area,PB,afternoon,vehicle,cyber_access,public_space,46-60,0,1,0,1,accomplice_involved|night_operation|use_of_disguise|prior_surveillance|lone_wolf,At least one accomplice was involved in the act. crime was executed during nighttime hours. suspect used a disguise to conceal identity. suspect conducted prior surveillance of the target. single offender acted alone.,5,1
FIR-00362,murder,commercial_zone,PB,midnight,none,forced_entry,individual,60+,1,4,1,0,use_of_disguise|night_operation|multiple_offenders|repeat_target,Suspect used a disguise to conceal identity. crime was executed during nighttime hours. multiple offenders participated. location or victim was targeted previously.,9,1
FIR-00363,vandalism,public_transport,TS,night,chemical,none,government_property,36-45,1,4,0,0,prior_surveillance|repeat_target|psychological_manipulation|multiple_offenders,Suspect conducted prior surveillance of the target. location or victim was targeted previously. victim was manipulated psychologically. multiple offenders participated.,3,1
FIR-00364,fraud,rural_area,TS,morning,none,impersonation,individual,juvenile,0,1,1,1,psychological_manipulation|escape_vehicle_used|lone_wolf|local_knowledge|physical_restraint,Victim was manipulated psychologically. suspect escaped using a vehicle. single offender acted alone. suspect demonstrated knowledge of the local area. victim was physically restrained.,6,1
FIR-00365,burglary,commercial_zone,PB,night,blunt_object,impersonation,commercial_establishment,juvenile,1,3,1,0,local_knowledge|repeat_target|psychological_manipulation|evidence_concealment|multiple_offenders,Suspect demonstrated knowledge of the local area. location or victim was targeted previously. victim was manipulated psychologically. suspect attempted to conceal evidence. multiple offenders participated.,6,1
FIR-00366,cybercrime,highway,KA,night,none,cyber_access,financial_institution,36-45,0,1,0,1,use_of_disguise|local_knowledge|planned_operation|lone_wolf|opportunistic,Suspect used a disguise to conceal identity. suspect demonstrated knowledge of the local area. evidence of pre-planned operation. single offender acted alone. crime appears to be opportunistic in nature.,5,0
FIR-00367,burglary,bank_premises,KA,midnight,none,window_break,infrastructure,juvenile,0,1,0,0,evidence_concealment|repeat_target,Suspect attempted to conceal evidence. location or victim was targeted previously.,5,1
FIR-00368,drug_offense,highway,WB,early_morning,none,none,public_space,juvenile,0,0,1,0,escape_vehicle_used|repeat_target|physical_restraint|accomplice_involved,Suspect escaped using a vehicle. location or victim was targeted previously. victim was physically restrained. at least one accomplice was involved in the act.,4,0
FIR-00369,assault,marketplace,HR,evening,chemical,none,individual,46-60,1,1,0,0,planned_operation|use_of_disguise|accomplice_involved,Evidence of pre-planned operation. suspect used a disguise to conceal identity. at least one accomplice was involved in the act.,7,0
FIR-00370,kidnapping,parking_lot,WB,morning,knife,none,individual,60+,1,0,0,0,local_knowledge|evidence_concealment|repeat_target|accomplice_involved,Suspect demonstrated knowledge of the local area. suspect attempted to conceal evidence. location or victim was targeted previously. at least one accomplice was involved in the act.,8,1
FIR-00371,burglary,bank_premises,DL,night,none,none,commercial_establishment,18-25,1,1,1,0,repeat_target|insider_help|planned_operation|prior_surveillance|accomplice_involved,Location or victim was targeted previously. insider assistance may have been involved. evidence of pre-planned operation. suspect conducted prior surveillance of the target. at least one accomplice was involved in the act.,5,1
FIR-00372,murder,commercial_zone,PB,midnight,firearm,none,individual,60+,0,0,1,0,evidence_concealment|escape_vehicle_used|physical_restraint|multiple_offenders|lone_wolf,Suspect attempted to conceal evidence. suspect escaped using a vehicle. victim was physically restrained. multiple offenders participated. single offender acted alone.,10,0
FIR-00373,kidnapping,parking_lot,MP,evening,firearm,cyber_access,individual,26-35,1,1,0,0,evidence_concealment|accomplice_involved|insider_help|physical_restraint|psychological_manipulation,Suspect attempted to conceal evidence. at least one accomplice was involved in the act. insider assistance may have been involved. victim was physically restrained. victim was manipulated psychologically.,10,1
FIR-00374,assault,parking_lot,TS,evening,blunt_object,none,individual,60+,0,3,0,0,local_knowledge|planned_operation|multiple_offenders|psychological_manipulation,Suspect demonstrated knowledge of the local area. evidence of pre-planned operation. multiple offenders participated. victim was manipulated psychologically.,6,0
FIR-00375,vandalism,highway,KA,night,blunt_object,none,government_property,36-45,1,0,0,0,prior_surveillance|opportunistic,Suspect conducted prior surveillance of the target. crime appears to be opportunistic in nature.,3,0
FIR-00376,drug_offense,educational_institution,HR,night,none,none,public_space,26-35,1,0,0,0,use_of_technology|lone_wolf,Digital tools or devices were used. single offender acted alone.,6,1
FIR-00377,murder,bank_premises,UP,early_morning,knife,roof_access,individual,juvenile,0,1,0,0,escape_vehicle_used|use_of_disguise|evidence_concealment,Suspect escaped using a vehicle. suspect used a disguise to conceal identity. suspect attempted to conceal evidence.,10,0
FIR-00378,assault,public_transport,GJ,night,improvised_tool,lock_picking,individual,36-45,1,1,0,0,use_of_disguise|repeat_target|opportunistic,Suspect used a disguise to conceal identity. location or victim was targeted previously. crime appears to be opportunistic in nature.,6,0
FIR-00379,assault,marketplace,HR,night,knife,none,individual,46-60,0,0,0,0,lone_wolf|use_of_disguise,Single offender acted alone. suspect used a disguise to conceal identity.,7,0
FIR-00380,fraud,bank_premises,RJ,morning,blunt_object,impersonation,individual,26-35,1,0,1,1,psychological_manipulation|lone_wolf|opportunistic|prior_surveillance,Victim was manipulated psychologically. single offender acted alone. crime appears to be opportunistic in nature. suspect conducted prior surveillance of the target.,8,0
